Postcode,Threshold1,Threshold2,Threshold3,Threshold4,CardsInForce0,CardsInForce1,CardsInForce2,Transactions,SpentAtMerchants,RetailTransactions,SpentAtRetailMerchants,DiningTransactions,SpentAtDiningMerchants,LodgeTransactions,SpentAtLodgeMerchants
4305,,,x,,3029,2896,133,"183,376","16,124,234.65",132199,11700766.03,18018,413712.33,2353,1115338.38
4306,,,x,,2731,2581,150,"77,042","5,272,545.65",49925,3730313.69,171,10155.79,0,0
4307,x,,,,107,92,15,"8,715","398,790.19",8715,398790.19,0,0,0,0
4309,x,,,,191,185,6,"6,234","738,636.20",360,44302.55,0,0,1,1010
4310,x,,,,360,339,21,"9,520","793,648.22",5962,344756.11,148,22274.55,46,16184.35
4311,x,,,,418,403,15,"2,548","144,991.39",2191,116526.96,32,1072.32,67,8156.72
4312,x,,,,161,154,7,878,"58,517.89",180,9566.12,79,2973.99,12,4662.08
4313,x,,,,95,95,0,"1,413","94,596.57",580,41131.74,12,619,0,0
4340,x,,,,260,248,12,"4,969","870,113.17",3825,240417.5,823,609795.56,0,0
4341,x,,,,597,560,37,"19,413","1,327,852.23",13415,936362.28,1114,18953.71,17,4051.6
4342,x,,,,127,126,1,20,"1,217.83",0,0,0,0,0,0
4343,x,,,,374,357,17,"28,803","2,043,305.19",17265,1227865.4,5406,73976.65,49,13514.5
4344,x,,,,121,108,13,722,"39,325.82",248,12886.17,2,25,0,0
4346,x,,,,51,50,1,43,"26,562.76",0,0,2,29.6,25,21813.91
4347,,x,,,51,45,6,4,73.1,4,73.1,0,0,0,0
4350,,,x,,7558,6950,608,"605,657","67,645,822.34",469267,45392276.98,41775,1854645.79,8867,2761250.89
4352,,,x,,1746,1601,145,"61,879","3,918,329.75",46368,3073430.67,2160,36602.92,124,31278.69
4354,,x,,,18,18,0,1,52.83,0,0,0,0,0,0
4355,x,,,,91,86,5,541,"30,200.06",511,23856.37,1,30,14,4351.45
4356,x,,,,153,142,11,"4,585","445,431.35",4146,298857.5,18,2721.65,172,122442.72
4357,x,,,,94,83,11,"1,218","208,759.34",147,57027.42,0,0,141,75406.35
4358,,x,,,138,130,8,568,"45,254.17",1,2979.75,0,0,32,1619.7
4359,,x,,,77,62,15, -   , -   ,0,0,0,0,0,0
4360,,x,,,27,27,0,1,18,1,18,0,0,0,0
4361,,x,,,123,114,9,6,800.7,4,772.05,1,7.5,0,0
4362,x,,,,117,117,0,602,"21,017.63",427,10342.69,2,60,0,0
4365,x,,,,9,9,0,13,627.9,0,0,13,627.9,0,0
4370,,,x,,890,850,40,"53,665","4,458,464.54",36489,2565829.41,5207,872916.43,1407,262099.65
4371,,x,,,27,27,0, -   , -   ,0,0,0,0,0,0
4373,,x,,,71,67,4,27,"2,965.86",1,22.6,0,0,2,75.1
4374,,x,,,22,20,2, -   , -   ,0,0,0,0,0,0
4377,,x,,,24,24,0,183,"28,033.31",182,27914.31,0,0,0,0
4378,x,,,,17,17,0,596,"43,104.98",14,5878.71,0,0,0,0
4380,x,,,,453,424,29,"24,759","1,802,937.48",17367,1105726.72,2367,69067.28,562,135264.98
4381,,x,,,21,21,0,76,"5,607.90",76,5607.9,0,0,0,0
4382,x,,,,41,38,3,"1,871","324,746.71",1631,264775.07,186,44199.5,53,15702.6
4383,x,,,,11,6,5,87,"6,001.63",9,1106.8,0,0,0,0
4385,x,,,,52,48,4,152,"7,278.23",118,4176.75,29,2970.6,0,0
4387,x,,,,29,26,3,15,342.1,0,0,12,301.3,1,0.11
4390,x,,,,492,471,21,"24,307","11,594,953.74",13944,4769521.45,2468,94050.12,1716,318479.2
4400,,x,,,69,65,4,58,"14,389.41",12,1076.96,0,0,0,0
4401,x,,,,232,212,20,"2,496","207,679.34",1780,100780.05,17,213.8,202,72850.63
4403,,x,,,17,11,6,199,"10,321.30",0,0,0,0,0,0
4405,,,x,,607,574,33,"44,653","3,645,227.53",32241,2342429.17,3234,59145.41,1714,700687.96
4406,x,,,,48,48,0,340,"21,556.54",0,0,0,0,0,0
4407,x,,,,14,14,0,"1,145","3,858,874.79",1135,3851274.25,0,0,0,0
4410,,x,,,55,55,0,238,"12,742.22",228,12320.44,4,134.7,4,253.08
4413,x,,,,332,317,15,"23,213","1,815,205.78",14218,880757.83,3995,156126.39,2374,539059.78
4415,x,,,,89,88,1,"2,944","459,020.30",291,168901.14,296,6518.22,689,194692.25
4416,x,,,,39,39,0,41,"12,602.18",0,0,0,0,41,12602.18
4417,x,,,,13,12,1,46,"16,363.63",0,0,1,15.9,18,14820.37
4419,x,,,,38,38,0,465,"115,668.04",136,20786.68,0,0,175,87660.59
4420,x,,,,119,112,7,266,"16,564.90",109,4175.75,0,0,15,2218.64
4421,x,,,,50,47,3,63,"5,613.09",0,0,9,198.75,26,3952.89
4422,x,,,,17,17,0,14,"1,224.56",0,0,0,0,0,0
4425,,x,,,12,12,0, -   , -   ,0,0,0,0,0,0
4426,x,,,,17,17,0,"42,181","1,544,836.06",42181,1544836.06,0,0,0,0
4428,,x,,,66,64,2, -   , -   ,0,0,0,0,0,0
4454,x,,,,15,15,0,403,"60,304.23",9,795.97,0,0,152,44782.21
4455,,,x,,560,532,28,"38,755","3,607,193.66",22234,1902244.5,5382,128702.8,3270,806365.35
4465,x,,,,40,39,1,183,"23,833.48",123,16928.21,0,0,60,6905.27
4470,x,,,,176,170,6,"5,278","498,181.87",3745,308572.76,159,32191.15,334,85487.3
4472,x,,,,114,111,3,"1,224","102,142.53",645,49891.19,0,0,47,9662.45
4477,x,,,,14,14,0,472,"48,766.85",37,2986.92,0,0,0,0
4478,x,,,,53,51,2,92,"9,134.50",4,77.2,4,295,0,0
4480,x,,,,37,36,1,164,"22,813.29",1,48.15,0,0,65,14160
4482,x,,,,5,3,2,207,"48,529.01",188,36316.59,0,0,0,0
4486,x,,,,41,41,0,5,302.45,5,302.45,0,0,0,0
4487,x,,,,133,130,3,"1,736","236,459.60",65,6404.2,27,779.75,592,141618.14
4490,x,,,,65,65,0,428,"56,300.90",106,5197.92,0,0,157,29792.1
4492,x,,,,18,18,0,101,"24,422.06",1,190.53,1,22,89,23447.53
4500,,,x,,3780,3550,230,"278,455","30,616,846.80",231046,26827247.45,17827,592277.74,867,270804.63
4501,x,,,,335,321,14,"38,241","9,278,152.08",31920,8961481.73,23,412.5,0,0
4502,,,x,,719,695,24,"25,599","1,308,600.65",25041,1229521.69,229,9896.95,0,0
4503,,,x,,2855,2705,150,"107,986","5,636,653.93",81308,4471382.64,8580,183188.18,34,10256.04
4504,,,x,,1270,1218,52,"12,601","1,031,420.29",5961,559508.75,77,1181.1,0,0
4505,,,x,,1419,1308,111,"83,408","4,739,097.41",68949,4200451.68,8049,128295.78,17,5315.96
4506,,,x,,1108,1018,90,"164,531","15,176,511.88",153806,14324598.41,3239,100895.38,0,0
4507,,,x,,1857,1776,81,"95,199","5,403,675.00",85382,4461201.72,2049,45420,82,20699.5
4508,,,x,,855,800,55,"28,242","1,861,198.83",17582,1219081.18,2982,48005.18,0,0
4509,,,x,,2940,2791,149,"453,185","46,030,714.45",347088,36359442.01,20470,572864.76,0,0
4510,,,x,,2346,2176,170,"130,320","10,747,959.07",65172,6471230.11,14994,346507.78,694,145135.37
4511,x,,,,563,541,22,"10,844","614,073.08",5168,258834.23,2022,147861.7,0,0
4512,x,,,,323,289,34,"3,428","318,059.82",496,9426.66,0,0,1,216
4514,x,,,,258,242,16,"12,917","750,075.14",10964,643684.44,25,898.15,1045,51123.78
4515,x,,,,121,106,15,"6,029","335,020.64",3990,218115.35,11,292.8,232,16203.83
4516,x,,,,285,256,29,59,"16,131.90",2,4740.5,0,0,0,0
4517,,x,,,39,39,0,31,"4,720.23",0,0,0,0,9,4152
4518,x,,,,337,318,19,"1,625","60,905.85",1100,43298.16,311,6561.81,1,288
4519,,,x,,511,491,20,"104,355","6,396,863.58",40223,3184554.96,8362,114201.88,180,44525.55
4520,,,x,,2515,2444,71,"45,544","2,950,360.52",34030,1767601.67,3712,184554.62,0,0
4521,,x,,,542,526,16,"2,851","131,483.34",2090,93471.91,20,553.3,0,0
4550,x,,,,322,309,13,"5,375","379,769.54",3221,139755.45,35,750,37,6455
4551,,,x,,5621,5490,131,"409,740","30,344,215.82",338255,23061169.04,23637,1160065.48,3121,979342.25
4552,,,x,,1263,1222,41,"38,185","3,181,504.01",35027,2277156.96,2332,732895.34,214,95425.08
4553,x,,,,469,456,13,"29,199","2,098,243.81",8625,516847.54,419,7205.71,0,0
4554,,x,,,172,164,8,23,"1,779.00",15,1534.75,0,0,0,0
4555,x,,,,660,639,21,"19,797","1,527,451.90",1223,77110.24,9,399.95,0,0
4556,,,x,,5777,5661,116,"252,922","21,918,242.04",213257,15533956.73,3316,139834.63,107,63595.22
4557,,,x,,2261,2190,71,"249,188","19,219,120.32",178945,10871470.78,27222,2035774.5,5229,3263654.41
4558,,,x,,2677,2556,121,"608,554","67,947,806.71",538249,56291441.4,26506,1308570.62,5897,3216627.24
4559,x,,,,581,562,19,"15,412","960,051.85",10131,627413.27,626,35321.45,55,21583.9
4560,,,x,,2497,2426,71,"141,720","10,694,482.48",106785,8214567.5,7591,714821.78,497,153590.41
4561,x,,,,660,635,25,"11,295","1,440,225.03",6379,485413.44,6,383.5,17,4727
4562,x,,,,1133,1107,26,"4,393","427,334.22",1154,157861.42,56,2140.45,9,3376.18
4563,,,x,,969,954,15,"30,388","2,057,983.92",23485,1530667.082,228,7016.49,14,5159.27
4564,,,x,,1405,1364,41,"76,567","7,563,485.23",48429,3058665.38,6962,252728.27,7726,2898395.15
4565,,,x,,1463,1434,29,"59,926","3,849,487.26",43299,2121105.89,3924,203833.2,122,118835.23
4566,,,x,,2171,2088,83,"373,675","35,488,012.23",237992,22612318.75,13323,816587.66,1043,421716.64
4567,,,x,,3487,3382,105,"376,592","52,626,991.43",240882,20287717.97,61201,10153858.43,28190,16627299.32
4568,x,,,,314,306,8,"3,966","209,595.38",3870,205691.18,8,387.3,0,0
4569,,x,,,99,94,5,56,"4,729.60",0,0,47,3460.09,0,0
4570,,,x,,1814,1748,66,"118,817","9,283,839.54",78069,6814156.63,10304,474788.03,955,171254.01
4571,x,,,,75,71,4,113,"106,338.02",65,14686.49,0,0,0,0
4572,x,,,,555,535,20,"12,029","2,155,221.41",3161,600297.18,4616,182621.86,930,469958.38
4573,,,x,,3402,3329,73,"233,616","14,507,191.20",202803,11941275.77,8406,333227.31,532,172707.68
4574,x,,,,102,98,4,486,"133,577.71",340,116779.84,9,237.15,101,13637
4575,,,x,,3248,3155,93,"313,148","34,650,028.83",205096,20394589.59,14229,340734.76,1682,394647.07
4580,x,,,,221,218,3,"9,798","653,827.38",8410,547957.44,616,35960.06,63,20849.5
4581,x,,,,115,111,4,"4,255","355,339.84",2181,78308.69,1621,91505.35,412,180640.32
4587,x,,,,3,3,0, -   , -   ,0,0,0,0,0,0
4600,,x,,,31,30,1,56,"2,157.08",0,0,11,602.6,0,0
4601,,x,,,48,47,1,92,"6,735.26",14,1870.65,0,0,8,751.8
4605,x,,,,124,123,1,"3,357","249,379.62",1987,124336.27,26,578.1,75,17182.13
4606,x,,,,53,47,6,112,"58,513.06",31,7284.38,0,0,78,29524.18
4608,x,,,,44,44,0,181,"178,050.75",180,178030.05,0,0,0,0
4610,x,,,,539,506,33,"38,820","3,352,449.94",26801,2249461.68,4244,134160.46,1552,552114.04
4613,,x,,,33,33,0, -   , -   ,0,0,0,0,0,0
4614,x,,,,23,18,5,570,"24,071.06",566,23978.85,3,81.81,0,0
4615,x,,,,219,209,10,966,"271,317.22",608,27492.94,0,0,214,234757.58
4621,,x,,,32,32,0,9,475.52,4,171.84,0,0,5,303.68
4625,x,,,,87,83,4,"1,959","185,574.93",1117,94227.74,0,0,159,42639.1
4626,x,,,,77,76,1,921,"112,200.75",414,38542.1,1,10,264,57979.17
4627,,x,,,21,21,0,56,"4,294.61",3,1479.63,0,0,0,0
4630,x,,,,80,76,4,658,"48,164.85",532,31564.2,56,3812.68,62,12199.98
4650,,,x,,1345,1266,79,"74,908","5,350,768.32",56272,3922235.75,5589,101318.24,1043,248711.48
4655,,,x,,3660,3592,68,"296,829","23,705,748.31",243581,17147654.44,15150,817848.39,9777,3253527.56
4659,x,,,,235,226,9,549,"29,031.60",400,19436.55,16,871,0,0
4660,x,,,,306,300,6,"14,442","893,838.52",5788,442049.38,2211,33466.15,169,50330.83
4662,x,,,,14,14,0,"2,608","243,033.65",1,52,0,0,0,0
4670,,,x,,4689,4566,123,"297,534","26,312,635.31",235039,20277018.51,16714,448949.04,7434,1896158.25
4671,x,,,,259,259,0,"6,760","458,794.23",2340,153263.74,100,2830.13,215,53066.98
4673,x,,,,38,38,0,-9,"-2,227.38",-9,-2227.38,0,0,0,0
4674,,x,,,61,61,0,125,"11,313.27",125,11313.27,0,0,0,0
4677,x,,,,273,271,2,"1,926","326,255.38",149,11610.2,233,74020.44,217,77428.09
4678,x,,,,52,51,1,51,"3,180.62",0,0,2,285,0,0
4680,,,x,,3449,3326,123,"329,369","29,949,517.57",261653,18588590.75,33102,1892648.85,6283,2830622.05
4695,x,,,,50,50,0,694,"39,770.83",2,565.87,0,0,24,918.8
4700,,,x,,1845,1649,196,"167,408","17,937,051.61",111801,9060980.39,18223,954104.63,10041,3279082.46
4701,,,x,,2366,2138,228,"273,271","23,949,145.35",238964,21553402.92,10412,256604.64,1407,209627.92
4702,,,x,,1325,1195,130,"38,829","5,665,502.51",26523,2126162.4,2171,52491.57,185,56687.02
4703,,,x,,1873,1742,131,"100,716","7,250,366.02",82711,5759067.78,4752,164050.59,1444,469674.92
4704,x,,,,11,11,0,920,"15,212.81",0,0,920,15212.81,0,0
4705,x,,,,23,23,0,211,"12,915.88",3,1077.57,0,0,4,309
4709,x,,,,84,77,7,"2,954","224,694.36",1076,63367.07,216,16208.8,409,20281.86
4710,x,,,,279,253,26,746,"41,795.38",524,20695.62,49,1691.41,50,11461.97
4711,,x,,,104,82,22,333,"18,136.48",332,17981.48,0,0,0,0
4712,x,,,,29,29,0,777,"138,340.52",0,0,5,233.95,2,405
4714,,x,,,66,55,11,171,"8,410.97",163,7973.98,1,4.5,1,90
4715,x,,,,426,410,16,"32,535","3,093,466.98",23671,2017494.74,1154,38707.94,3540,659211.66
4716,,x,,,62,62,0,22,"1,125.01",0,0,0,0,0,0
4717,x,,,,251,201,50,"25,622","1,920,451.93",13550,860748.84,4534,143222.41,1866,632407.68
4718,x,,,,115,114,1,"2,525","354,674.64",1701,110293.71,39,1064.66,688,238354.69
4719,x,,,,77,67,10,"8,070","443,416.58",8023,433626.35,0,0,47,9790.23
4720,,,x,,972,909,63,"105,249","9,721,236.65",76756,7560278.86,9836,397442.03,2661,649487.4
4721,x,,,,206,195,11,"3,692","300,241.24",2452,190432.82,4,59,212,52598.87
4722,x,,,,104,104,0,101,"19,115.37",0,0,0,0,71,17665.54
4723,x,,,,48,42,6,312,"49,937.65",0,41.21,0,0,306,49082.04
4724,,x,,,52,51,1,27,"1,770.91",0,0,0,0,0,0
4725,x,,,,159,157,2,"2,033","162,485.04",1724,121332.27,7,378,298,40682.33
4730,x,,,,360,347,13,"9,529","839,524.96",8158,592766.34,42,2320.82,593,157259.43
4731,,x,,,0,0,0,2,352.5,0,0,0,0,2,352.5
4735,x,,,,65,65,0,"1,484","134,517.59",27,4222.22,58,10534.43,86,18037.35
4736,x,,,,2,2,0, -   , -   ,0,0,0,0,0,0
4737,x,,,,312,303,9,"16,556","1,249,146.89",14475,1015760.85,22,1093.43,91,21512.39
4738,x,,,,43,42,1,162,"10,211.37",1,32,0,0,0,0
4739,x,,,,6,6,0,933,"55,520.17",0,0,0,0,1,90
4740,,,x,,5916,5534,382,"572,007","47,901,315.77",459339,36080847.42,39131,1498383.77,16304,5269220.49
4741,x,,,,553,515,38,"2,614","111,054.03",1937,82552.2,5,245,615,26139.66
4742,x,,,,83,56,27,"1,820","155,831.21",0,0,0,0,189,59620.83
4743,x,,,,44,39,5,823,"41,367.68",501,20809.65,120,11134.12,0,0
4744,,,x,,573,441,132,"51,872","3,738,247.46",36206,2419405.2,8511,223886.96,2108,665514.47
4745,x,,,,149,117,32,"4,648","261,128.29",2532,112210.98,152,11875.05,913,90291.34
4746,x,,,,88,88,0,"35,346","2,380,441.34",34277,2284019.45,59,2806.68,512,70275.91
4750,x,,,,388,373,15,"11,785","519,654.80",10843,457323.59,23,611.5,0,0
4751,x,,,,236,227,9,"12,267","948,964.76",11863,809021.39,7,233.6,58,119801.45
4753,x,,,,159,156,3,955,"65,252.13",652,37031.42,11,196.7,0,0
4754,,x,,,70,68,2,7,563.95,3,369.4,0,0,0,0
4756,,x,,,29,27,2,2,125,0,0,0,0,2,125
4757,,x,,,9,9,0,135,"52,858.54",4,258.5,0,0,131,52600.04
4774,x,,,,0,0,0,37,"5,176.00",0,0,0,0,0,0
4798,,x,,,61,61,0,100,"6,086.39",7,827,8,383.3,0,0
4799,x,,,,44,44,0,"1,244","74,819.42",0,0,0,0,0,0
4800,x,,,,662,639,23,"84,000","4,936,075.19",14229,914554.22,3825,157057.97,1340,308733.25
4801,x,,,,12,12,0,"4,843","17,897,594.60",257,175429.46,0,0,4586,17722165.14
4802,,,x,,1201,1180,21,"164,548","17,196,022.02",123144,9882223.21,10813,568448.08,7737,2809184.78
4803,x,,,,190,186,4,"28,238","8,438,364.54",10030,2353686.79,12590,1301304.3,4959,4683599.63
4804,x,,,,67,64,3,644,"165,065.09",425,16230.35,29,1268.73,153,48786.33
4805,x,,,,591,566,25,"41,042","3,142,856.35",27816,1935180.48,2133,39903.35,782,234977.15
4806,x,,,,171,171,0,"1,880","129,672.57",783,43662.78,8,1643.12,0,0
4807,,,x,,524,510,14,"48,699","4,239,162.17",35172,2745642.56,3291,57576.37,648,167206.21
4808,x,,,,31,30,1,164,"16,637.86",162,16600.11,0,0,0,0
4809,,x,,,38,38,0,41,"1,840.29",1,32,0,0,0,0
4810,,,x,,3831,3506,325,"337,566","40,524,045.45",223639,19394374.05,58808,4588300.3,21879,6322221.15
4811,,,x,,940,928,12,"121,605","7,274,353.59",100864,6291138.01,7251,138834.13,10,1113.34
4812,,,x,,1740,1692,48,"166,521","12,540,452.40",123084,9387186.68,16604,380110.53,253,64908.29
4813,x,,,,2,0,2,14,199.07,0,0,0,0,0,0
4814,,,x,,3842,3710,132,"410,744","44,181,443.25",357817,39976755.58,16010,358689.86,55,18026.09
4815,x,,,,859,847,12,"15,321","811,535.25",12032,636322.02,1801,86587.33,0,0
4816,x,,,,429,423,6,"3,401","245,098.27",370,8314.84,224,5283.5,27,4827.63
4817,,,x,,1942,1879,63,"199,368","12,846,984.42",161758,10605373.7,12030,417035.01,193,66263.12
4818,,,x,,1290,1255,35,"104,836","7,100,535.64",82866,5862986.02,5693,90051.18,0,0
4819,x,,,,259,251,8,"2,024","523,653.31",8,4262,1033,99821.27,892,411873.25
4820,,,x,,512,503,9,"16,921","1,794,668.35",10099,877201.37,1454,27902.41,585,122264.24
4821,x,,,,67,67,0,437,"50,614.20",22,5119.9,6,151,259,34275.8
4822,x,,,,43,41,2,618,"53,855.69",487,19104.46,0,0,123,30642.34
4823,x,,,,98,97,1,495,"38,864.31",16,1755.91,0,0,14,5555
4824,x,,,,290,286,4,"10,438","816,486.56",7585,545152.75,162,31308,1355,144259.41
4825,,,x,,1742,1702,40,"145,998","13,191,924.99",111188,9825548.92,13186,389362.91,3566,1174513.04
4828,,x,,,6,6,0, -   , -   ,0,0,0,0,0,0
4829,x,,,,26,26,0,28,"10,039.36",9,740.86,0,0,19,9298.5
4830,x,,,,21,18,3,203,"25,648.79",71,4034.76,0,0,61,14434.9
4849,x,,,,101,98,3,"3,387","169,198.24",1423,57056.91,0,0,99,17509.5
4850,,,x,,690,680,10,"45,012","3,357,565.43",31991,2517241.06,2952,134839.86,68,12295.17
4852,x,,,,420,407,13,"30,249","3,434,914.89",23689,1674041.17,71,4343.3,1187,1376007.22
4854,x,,,,290,277,13,"8,847","731,747.79",7459,633876.94,23,512.3,402,46535.4
4855,x,,,,44,44,0,"1,285","78,446.38",53,3155.14,0,0,0,0
4856,,x,,,36,36,0,106,"11,245.50",105,11220.5,1,25,0,0
4858,x,,,,77,70,7,542,"30,691.72",4,112.9,0,0,0,0
4859,,x,,,23,23,0,29,"1,942.60",27,1896.5,0,0,0,0
4860,,,x,,604,575,29,"64,129","6,719,813.82",50946,5943425.82,4013,102678.8,305,90702.77
4861,,x,,,51,51,0,16,445.4,0,0,15,428.3,0,0
4865,x,,,,490,468,22,"13,217","530,486.72",5750,240667.45,2888,41127.24,0,0
4868,,,x,,1430,1360,70,"83,080","5,215,797.56",73062,4527699.22,4616,71682.82,93,25268
4869,,,x,,969,909,60,"38,574","2,116,547.56",29792,1666888.89,1866,45311.27,0,0
4870,,,x,,8600,7955,645,"1,224,557","145,106,272.68",929410,83745832.12,112178,7512227.94,55235,21819370.08
4871,,,x,,457,427,30,"179,537","13,064,874.06",157162,9551132.18,4522,513750.74,4346,2040816.26
4872,x,,,,227,212,15,"1,363","128,426.35",714,69649.24,9,575.36,18,4227.36
4873,x,,,,481,459,22,"38,583","6,060,473.44",27804,1907299.58,565,79606.4,1960,1295428.17
4874,x,,,,279,265,14,"15,754","1,528,380.49",12017,1049403.09,612,30736.8,1604,287666.06
4875,x,,,,159,148,11,"2,794","252,516.96",403,39243.25,299,55230.66,449,98693.23
4876,x,,,,12,11,1,166,"61,676.10",2,836.7,6,162,155,60500.8
4877,x,,,,840,804,36,"66,685","20,088,434.19",17383,3814559.24,23855,3428459.62,21753,10810308.42
4878,,,x,,1339,1268,71,"195,284","14,877,895.09",139703,9409774.39,10398,159245.21,39,17957.64
4879,,,x,,2698,2596,102,"123,876","13,153,099.53",97676,6007898.34,11865,1410081.74,6852,4350081.73
4880,,,x,,569,539,30,"43,760","5,266,199.49",32860,4415699.74,3355,98602.81,243,98968.27
4881,x,,,,418,403,15,"4,575","552,291.70",2359,360594.51,108,5386,2,88.6
4882,x,,,,177,173,4,577,"379,617.88",112,311571.6,48,1321.4,3,720
4883,,,x,,545,529,16,"78,506","6,080,058.19",67159,5413983.21,3009,74588.55,170,70353.23
4884,x,,,,206,183,23,248,"51,303.04",101,17018.31,13,530.85,115,33137.82
4885,x,,,,289,279,10,"8,565","502,614.39",6124,327649.19,1118,40468.39,109,41200.68
4886,,x,,,48,45,3,185,"7,443.36",0,0,179,6794.47,0,0
4887,,x,,,85,82,3,46,"42,400.99",10,846.9,9,519.15,0,0
4888,x,,,,98,97,1,514,"18,204.66",497,17566.31,3,84.4,0,0
4890,x,,,,67,65,2,223,"25,226.15",69,7254.63,0,0,5,911
4891,x,,,,54,50,4,95,"44,817.14",15,21121.15,0,0,79,23670.44
4895,x,,,,209,204,5,"2,029","161,289.29",1439,104687.52,94,10367.36,112,26708.3
4970,x,,,,0,0,0,79,"4,805.89",79,4805.89,0,0,0,0
5000,,,x,,7418,4468,2950,"3,317,097","515,615,350.27",1111683,124714992.9,302020,25914745.75,125170,42024890.75
5001,,,x,,836,454,382,"3,907","232,639.02",1,50,7,62.4,0,0
5005,x,,,,0,0,0,"6,013","29,866,648.11",22,48575.61,610,9672.86,0,0
5006,,,x,,3403,3271,132,"146,780","15,555,047.22",64691,4533318.96,70281,6373327.55,3249,1475691.81
5007,,,x,,1466,1358,108,"93,907","12,806,271.35",73191,10803850.55,7947,736405.94,354,24669.79
5008,,,x,,1859,1820,39,"42,054","2,713,162.86",20400,1703271.46,10437,186803.18,0,0
5009,,,x,,953,907,46,"94,222","11,225,131.06",83631,10507409.29,3304,290221.02,0,0
5010,x,,,,523,457,66,"5,304","3,181,866.30",1323,2779905.54,481,40714.17,0,0
5011,,,x,,2069,2023,46,"118,373","10,843,982.35",91523,9334802.86,3481,137981.17,47,44598.55
5012,x,,,,854,830,24,"14,897","1,771,935.48",5075,703009.99,152,5379.57,0,0
5013,x,,,,952,848,104,"12,672","2,988,804.55",4977,2401604.36,359,31214.78,0,0
5014,,,x,,1883,1857,26,"26,348","3,967,729.83",15457,3023455.73,1666,83665.95,0,0
5015,,,x,,1180,1124,56,"75,098","4,741,848.91",60692,3840766.71,13205,399671.74,0,-43.85
5016,x,,,,1606,1592,14,"11,118","1,684,120.59",446,969712.33,649,220981,0,0
5017,x,,,,455,451,4,"1,939","111,305.39",1378,84515.68,496,13292.25,0,0
5018,x,,,,1494,1480,14,"20,087","1,032,583.26",19313,945749.22,684,84112.87,0,0
5019,x,,,,2020,1996,24,"23,432","1,728,998.13",19490,956146.07,2268,174686.3,85,72402.7
5020,x,,,,1225,1212,13,"12,709","585,405.54",11326,489394.99,0,0,1172,57226.78
5021,,,x,,2986,2949,37,"346,985","26,543,532.39",308187,19731426.57,9918,382706.95,6630,786152.21
5022,,,x,,5214,5149,65,"75,528","5,721,961.85",61378,4247727.2,8299,444674.6,35,84145.35
5023,,,x,,2817,2770,47,"137,665","7,650,261.92",114023,6349821.18,950,37196.26,6,615
5024,,,x,,4056,3995,61,"222,958","12,269,371.39",184972,10457177.87,16871,365300.56,264,74073.76
5025,x,,,,1995,1976,19,"7,215","999,008.67",3213,732795.57,3199,190969.77,0,0
5031,,,x,,2028,1784,244,"250,369","30,638,058.27",226108,25620466.33,10295,495496.41,19,28372.08
5032,,,x,,3035,2950,85,"21,250","5,313,109.18",10860,4090602.74,1578,107187.69,637,98854.13
5033,,,x,,1317,1237,80,"92,868","8,911,438.81",57058,6798571.95,4174,205596.34,14,2943.5
5034,,,x,,3223,3136,87,"50,813","7,817,492.71",14666,1775643.74,15805,692210.53,16,3027.4
5035,x,,,,1348,1301,47,"47,336","9,614,752.18",38722,8896452.49,6751,171476.31,0,0
5036,x,,,,1,0,1, -   , -   ,0,0,0,0,0,0
5037,,,x,,1831,1767,64,"111,275","7,998,062.23",101849,6175651.69,3118,112170.67,0,0
5038,,,x,,2554,2505,49,"94,812","10,319,155.34",53474,8231018.65,14366,546075.11,78,16622.5
5039,,,x,,1508,1460,48,"122,906","10,967,736.35",102611,10112203.89,16179,452156.46,0,0
5040,x,,,,773,766,7,"4,638","730,066.13",3590,74074.03,713,640982.86,0,0
5041,,,x,,3186,3135,51,"169,291","10,647,999.83",164786,10197177.34,679,29345.4,0,0
5042,,,x,,1707,1672,35,"189,320","44,236,635.10",162803,42508616.97,8425,286804.72,0,0
5043,,,x,,2833,2746,87,"306,716","27,953,969.42",260686,25493557.84,6675,566167.54,0,0
5044,,,x,,3336,3304,32,"38,538","2,755,516.71",7496,1087832.44,3553,169974.2,0,0
5045,,,x,,5433,5311,122,"297,878","28,161,802.14",212952,12609045.23,40240,3358644.55,22221,5392971.78
5046,,,x,,1810,1793,17,"461,718","38,156,524.68",416731,27389112.69,19195,708382.51,0,0
5047,x,,,,1292,1281,11,"32,893","1,321,335.00",5736,393386.61,11736,246156.66,0,0
5048,,,x,,4014,3959,55,"103,552","5,948,532.90",83724,4290796.57,7785,373318.33,14,6735
5049,,,x,,2641,2615,26,"34,217","1,895,075.99",25704,1457516.86,32,1666.7,0,0
5050,x,,,,1442,1431,11,"10,607","490,577.57",374,18544.1,14,422.6,0,0
5051,,,x,,3592,3563,29,"170,871","9,891,823.23",137619,7802915.47,9152,468241.16,1,1
5052,,,x,,2015,2001,14,"11,693","1,884,697.90",111,26830.86,2943,274288.17,2,880
