Postcode,Threshold1,Threshold2,Threshold3,Threshold4,CardsInForce0,CardsInForce1,CardsInForce2,Transactions,SpentAtMerchants,RetailTransactions,SpentAtRetailMerchants,DiningTransactions,SpentAtDiningMerchants,LodgeTransactions,SpentAtLodgeMerchants
3766,x,,,,164,157,7,92,"71,205.59",0,0,0,0,65,70119.51
3767,x,,,,200,195,5,"1,628","153,256.76",3,18244.83,1587,118571.1,38,16440.83
3770,x,,,,366,353,13,"24,698","5,454,329.25",15619,3069699.81,8611,2138637.38,444,240895.5
3775,x,,,,460,445,15,"27,170","3,734,963.98",17732,2165376.21,7642,1267488.31,510,223165.33
3777,,,x,,704,680,24,"63,240","5,449,296.23",39865,2404665.33,9430,866344.86,2917,1507571.03
3778,,x,,,16,15,1,203,"60,521.80",0,0,159,29555.8,44,30966
3779,,x,,,65,59,6,"1,997","415,982.46",468,15140.78,99,4040.1,1415,396134.48
3781,,x,,,272,259,13,739,"26,630.04",697,25207.72,4,166.8,0,0
3782,,,x,,844,798,46,"42,881","2,342,292.69",34522,1861028.26,842,54662.05,73,11765
3783,,x,,,188,180,8,433,"16,263.06",392,14635.53,22,684.9,0,0
3786,,x,,,289,279,10,16,"12,601.14",9,12198.3,0,0,1,100
3787,x,,,,237,232,5,682,"57,610.35",42,5760.05,584,47216.1,5,1798.38
3788,x,,,,316,301,15,"6,113","547,102.82",3953,207349.72,1453,234694.78,76,25780.22
3789,x,,,,61,61,0,"2,629","228,047.49",85,10985.32,2544,217062.17,0,0
3791,x,,,,258,248,10,708,"58,596.32",185,37868.02,507,20481.4,0,0
3792,,x,,,168,161,7,60,"6,183.60",40,4826.18,0,0,0,0
3793,x,,,,254,235,19,"24,372","1,806,583.32",24108,1513284.76,22,702.1,0,0
3795,x,,,,117,106,11,"2,097","156,684.11",1776,132499.84,8,294.9,0,0
3796,x,,,,801,769,32,"11,945","822,316.71",10554,710626.45,333,14490.2,38,11405.91
3797,x,,,,180,174,6,"14,858","986,491.08",14542,825360.56,6,163.86,0,0
3799,x,,,,281,273,8,"2,919","200,017.81",1542,67581.41,202,57419.3,169,26693.84
3800,x,,,,42,42,0,"1,775","143,301.50",1642,125647.05,62,2458.15,0,0
3802,,,x,,2939,2852,87,"173,402","9,550,093.62",121369,6572128.52,7180,123785.66,0,0
3803,,,x,,1077,904,173,"62,342","34,610,161.29",39910,32579216.5,4133,188231.99,24,10107.35
3804,,,x,,1480,1411,69,"38,720","2,299,772.20",10063,729883.83,19,494.2,77,16507.17
3805,,,x,,4921,4748,173,"553,792","54,046,470.38",421645,38578431.6,26992,910671.43,300,149711.91
3806,,,x,,6886,6665,221,"408,039","26,540,451.24",307404,19050146.53,34628,1776358.25,4,308
3807,x,,,,1107,1066,41,"9,312","1,376,690.37",4969,563091.81,2755,367276.03,107,22903
3808,x,,,,618,589,29,"1,172","132,769.07",881,105446.67,222,23041.1,0,0
3809,,,x,,573,548,25,"145,076","7,213,831.33",83733,4311006.65,19925,266331.88,0,0
3810,,,x,,2863,2715,148,"248,974","20,041,099.05",204595,16689659.57,9100,401703.22,0,0
3812,x,,,,240,233,7,676,"48,636.69",3,336.95,22,3726.2,0,0
3813,,x,,,70,70,0,14,"2,757.30",0,0,9,2553,0,0
3814,x,,,,169,161,8,308,"61,852.68",23,4662.73,226,49665.85,0,0
3815,x,,,,229,220,9,"5,193","219,484.18",5166,218168.37,5,599,0,0
3816,x,,,,145,138,7,"4,558","207,797.91",43,28872.86,1622,22010.81,0,0
3818,,,x,,828,794,34,"30,263","1,646,296.45",27745,1505130.11,1696,47032.64,148,26820.45
3820,,,x,,1572,1533,39,"119,379","8,876,287.91",100043,7239806.38,4315,124848.18,1004,188275.12
3822,,x,,,52,51,1,48,"3,131.10",4,985.01,35,1396.65,0,0
3823,x,,,,125,124,1,589,"46,639.79",388,18261.88,18,16677.8,0,0
3824,x,,,,266,257,9,"10,568","556,383.49",4536,199508.67,38,1078.7,0,0
3825,,,x,,760,739,21,"48,996","3,274,460.14",36951,2431017.71,3412,53316.8,146,159019.7
3831,,x,,,182,174,8,"1,747","71,653.24",1691,64481.78,0,0,22,5390
3833,x,,,,12,12,0,293,"20,387.20",293,20387.2,0,0,0,0
3835,,x,,,30,30,0,19,"1,978.05",6,106.65,0,0,10,1733.5
3840,x,,,,663,644,19,"50,737","3,870,537.14",40232,3136603.61,4128,87375.58,501,165501.6
3841,x,,,,17,8,9,"4,887","263,257.13",4846,259822.14,0,0,0,0
3842,x,,,,239,233,6,"11,037","563,120.86",10983,558213.09,13,615.29,0,0
3844,,,x,,1891,1852,39,"148,389","12,297,534.14",117769,8754421.62,9979,568870.69,1805,510740.65
3847,x,,,,105,104,1,210,"13,594.99",18,1133.05,2,31,0,0
3850,,,x,,1267,1180,87,"109,835","11,079,168.86",86411,8332708.87,10421,600344.85,4413,1445257.72
3851,,x,,,307,268,39,51,"8,454.84",26,2404.89,0,0,16,3075
3852,,x,,,5,5,0,3,25.79,0,0,0,0,0,0
3853,x,,,,71,61,10,"5,109","303,320.17",0,0,0,0,0,0
3854,,x,,,79,79,0,31,"6,478.81",1,300,25,4892.4,0,0
3857,x,,,,18,18,0,17,"3,743.20",0,0,17,3743.2,0,0
3858,x,,,,130,129,1,932,"64,855.66",0,0,18,1224.63,0,0
3859,x,,,,45,45,0,334,"82,521.49",290,54175.52,43,28145.97,1,200
3860,x,,,,347,338,9,"14,369","825,743.96",13710,785622.75,40,2076.7,35,7176
3862,x,,,,153,148,5,"1,061","82,950.74",7,21294.25,0,0,2,926
3865,x,,,,32,32,0,10,"2,197.48",3,1844.33,0,0,5,285
3870,,x,,,71,71,0,2,166.95,2,166.95,0,0,0,0
3871,x,,,,129,129,0,"1,094","61,951.98",222,13768.11,0,0,0,0
3875,,,x,,1032,1007,25,"109,702","7,049,789.80",81533,5088056.24,6075,165377.07,2035,422800.16
3880,x,,,,393,391,2,"8,355","370,219.27",7909,322878.48,32,2094,90,28154.91
3882,,x,,,63,59,4,5,213.48,4,113.48,0,0,0,0
3885,x,,,,68,68,0,418,"23,128.00",69,4835,54,1087.1,1,120
3886,x,,,,15,15,0,603,"35,791.76",2,194,0,0,0,0
3888,x,,,,189,180,9,"4,012","255,787.69",3534,195973.25,194,8966.4,254,49335.41
3890,,x,,,20,20,0,81,"9,369.32",2,265.3,3,61.8,14,1714.82
3891,,x,,,0,0,0,16,"3,984.69",0,0,0,0,16,3984.69
3892,,x,,,100,98,2,11,685.73,6,366.3,0,0,0,0
3895,x,,,,2,2,0,226,"29,636.74",226,29636.74,0,0,0,0
3896,,x,,,18,18,0,3,247.97,0,0,0,0,0,0
3898,x,,,,61,58,3,708,"258,626.40",126,79499.15,67,4711.5,367,165986.23
3902,,x,,,17,17,0,460,"39,254.06",74,3767.65,49,6529.05,1,87.5
3903,,x,,,41,41,0,21,"2,528.10",10,344.85,0,0,8,2065
3904,x,,,,206,204,2,"1,043","160,257.38",165,9767.99,514,35049.1,252,96180.89
3909,x,,,,412,407,5,"42,650","2,679,681.62",32259,1766436.06,4347,253362.22,1820,435271.94
3910,,,x,,2088,2010,78,"110,866","6,000,703.67",81651,4342457.26,5421,255489.52,10,5471.41
3911,x,,,,367,341,26,"80,771","4,688,677.80",33585,2139910.81,10041,223880.7,0,0
3912,,,x,,1391,1328,63,"71,408","4,290,761.50",51061,3164603.84,3162,68781.13,1,400
3913,x,,,,370,353,17,"1,339","140,905.33",624,86785.8,123,5992.23,30,9741
3915,,,x,,544,504,40,"72,550","5,532,657.46",55329,4042009.4,3618,97671.56,171,92576.81
3916,x,,,,266,265,1,"1,245","233,327.76",1042,191612.99,197,41204.79,0,0
3918,x,,,,329,323,6,"2,227","81,018.43",2193,70419.42,8,719,0,0
3919,x,,,,127,124,3,382,"33,326.31",8,140.3,7,165,0,0
3920,,x,,,17,17,0,24,"2,314.37",11,1646.92,0,0,0,0
3922,,,x,,711,700,11,"107,638","7,221,068.56",81743,4378715.36,6441,800353.95,598,315410.55
3923,x,,,,98,98,0,427,"64,662.75",5,220.75,368,44390.3,32,15010.99
3925,x,,,,349,332,17,"21,911","1,661,834.10",13114,554521.86,4931,306953.3,2473,689869.78
3926,,,x,,679,657,22,"38,783","3,204,622.55",36291,2173081.4,887,138891.54,28,27055.17
3927,,x,,,306,298,8,318,"19,019.42",10,2609,263,11143.87,0,0
3928,x,,,,107,106,1,"2,315","652,012.66",126,18873.66,2002,583238.9,0,0
3929,x,,,,282,274,8,"5,285","948,141.42",2268,322467.18,2938,607443.32,1,101.4
3930,,,x,,5234,5035,199,"113,952","9,575,745.31",87333,5066128.84,5272,558471.05,92,21158.62
3931,,,x,,3701,3524,177,"518,421","44,603,422.74",417629,34250596.97,29813,2129312.57,1479,376441.44
3932,x,,,,3,3,0, -   , -   ,0,0,0,0,0,0
3933,x,,,,243,233,10,"7,872","833,114.85",294,75512.17,1936,382336.88,88,58069.37
3934,,,x,,3244,3123,121,"7,664","981,522.41",4251,357308.32,2433,131290.23,6,1635
3936,,,x,,1397,1346,51,"58,962","3,704,249.66",37010,2128721.12,2250,378254.51,479,80346.14
3937,x,,,,474,462,12,"21,538","5,018,572.88",9196,1620484.3,10020,2773462.43,1103,495025.89
3938,x,,,,552,541,11,"2,257","136,570.15",1329,52060.22,678,65936.35,0,-12.01
3939,,,x,,1331,1281,50,"178,494","13,217,849.94",153103,10295724.61,7132,269601.35,5484,1465762.41
3940,x,,,,291,274,17,"79,406","5,526,292.87",68345,4855251.09,141,8076.62,33,6875.59
3941,,,x,,1331,1289,42,"121,472","7,921,004.46",82425,5522132.46,4312,323780.63,114,31686.22
3942,x,,,,590,579,11,"12,446","777,087.04",10715,566568.61,413,48945.4,110,25440.4
3943,,,x,,691,677,14,"84,114","7,588,164.26",72407,5610999.8,9194,1050339.93,837,309024.82
3944,x,,,,235,232,3,"6,117","1,189,985.46",9,898.85,5188,563011.3,843,295786.79
3945,,x,,,102,101,1,145,"11,598.57",21,1834,0,0,0,0
3950,x,,,,243,235,8,"7,644","472,151.07",4954,303653.13,19,1216.4,18,15527.06
3951,,x,,,56,56,0, -   , -   ,0,0,0,0,0,0
3953,x,,,,500,494,6,"38,828","2,562,796.61",33088,2279412.72,2806,47468.49,51,10207.3
3954,x,,,,35,35,0,40,"3,414.94",40,3414.94,0,0,0,0
3956,x,,,,144,141,3,"2,953","177,034.67",2728,156277.76,35,2320.78,16,6659.75
3959,,x,,,84,80,4,588,"38,503.81",20,6306.95,59,3376.5,5,1501.04
3960,x,,,,205,201,4,"5,591","376,295.29",4096,175186.86,9,241.1,304,56025.43
3962,x,,,,43,38,5,343,"22,298.88",1,99,0,0,15,1880
3965,,x,,,3,3,0,41,"5,816.71",0,0,37,2202.3,0,0
3966,x,,,,14,14,0,93,"23,712.65",0,0,0,0,83,15453.65
3971,x,,,,204,197,7,"9,315","606,361.15",8162,527247.81,62,2545.85,92,18501.45
3975,,,x,,1564,1490,74,"126,394","7,344,572.83",90620,5447973.94,7928,181493.05,2305,225471.07
3976,,,x,,1279,1227,52,"71,536","3,114,610.47",36845,1646653.82,8401,148858.19,0,0
3977,,,x,,6307,6100,207,"332,739","22,935,649.74",241709,16064951.51,24501,940731.57,62,15599.6
3978,x,,,,701,674,27,"22,390","1,273,697.63",16105,1045261.94,2627,38622.34,0,0
3979,,x,,,15,15,0,8,"1,420.00",0,0,0,0,0,0
3980,x,,,,193,182,11,465,"65,296.97",186,49333.01,117,6999.92,0,0
3981,x,,,,192,182,10,"16,988","1,483,720.16",9643,530309.64,0,0,0,0
3984,x,,,,267,259,8,"21,622","1,067,199.45",2079,109590.1,3872,53921.42,0,0
3988,,x,,,59,59,0,30,"6,850.71",14,951.68,0,0,0,0
3990,,x,,,11,11,0,202,"107,611.36",0,0,0,0,0,0
3992,,x,,,48,48,0,38,889,38,889,0,0,0,0
3995,,,x,,628,616,12,"96,678","6,786,219.52",85115,5823887.29,3094,51612.59,177,68405.15
3996,x,,,,567,551,16,"21,972","1,735,491.77",15458,655845.72,237,17242.83,3068,863897.22
4000,,,x,,8771,5026,3745,"3,864,034","982,281,909.93",1145084,149881589.6,504490,42147619.64,220962,75743150.44
4001,,,x,,4989,1457,3532,"219,277","11,514,637.05",169395,4145474.96,8247,1320537.92,2713,1031664.46
4002,x,,,,470,300,170,"97,524","1,617,338.15",89765,1418152.04,7492,70182.3,0,0
4004,,,x,,610,371,239,769,"254,972.55",145,13783.66,0,0,0,0
4005,,,x,,6557,6280,277,"267,650","22,117,423.28",230105,12093072.45,22914,2057478.81,1983,890312.42
4006,,,x,,4618,3959,659,"4,824,485","1,001,188,360.56",947314,104389147.6,160006,14299798.58,19106,5847109.99
4007,,,x,,5999,5732,267,"525,285","53,862,555.63",390168,30978929.82,57978,4801346.52,18082,5077878.6
4008,x,,,,136,50,86,"111,951","24,079,313.60",96468,21975374.16,6196,260272.92,0,0
4009,,,x,,442,132,310,"276,972","63,126,032.81",183318,58838587.48,83310,1526250.32,144,193744.15
4010,,,x,,1053,963,90,"229,501","15,537,215.57",55208,8966544.13,171230,5704000.91,1747,651645.64
4011,,,x,,5575,5405,170,"42,338","7,825,919.44",24838,2849580.04,8748,380002.45,1909,261461.98
4012,,,x,,4493,4377,116,"310,848","20,441,164.79",284098,17208385.32,9175,164323.43,34,5839.2
4013,x,,,,931,865,66,"24,775","14,942,922.80",874,1534560.93,104,4791.7,1014,248563.13
4014,,,x,,1862,1683,179,"148,379","35,049,345.17",59503,28838930.54,35409,2437045.41,0,0
4017,,,x,,3957,3834,123,"161,039","12,360,077.98",115068,9946791.54,13035,239767.27,0,0
4018,,,x,,1288,1265,23,"98,463","5,103,893.02",92194,4684284.64,2779,169756.34,99,30307.86
4019,,,x,,1795,1710,85,"47,794","5,245,101.89",26781,3703714.57,6046,245094.82,58,10978.21
4020,,,x,,2905,2799,106,"127,900","8,783,205.80",103291,5671351.23,10921,625334.5,1509,682213.36
4021,x,,,,614,582,32,"79,160","5,061,775.07",69873,4466989.35,2583,38790.22,1,60
4022,x,,,,396,392,4,"63,229","6,141,520.73",55973,5558264.56,489,8231.25,0,0
4025,x,,,,20,20,0,146,"18,103.92",10,271.63,0,0,39,9693.22
4027,x,,,,15,15,0,366,"21,291.63",366,21291.63,0,0,0,0
4029,x,,,,159,106,53,"5,480","288,687.27",3225,256029.97,0,0,0,0
4030,,,x,,3590,3421,169,"224,477","23,314,608.00",185579,20837867.33,10046,169643.64,774,184466.2
4031,,,x,,2341,2275,66,"87,258","10,116,048.69",11253,2799148.67,7346,192278.63,0,0
4032,,,x,,2435,2355,80,"670,976","53,597,729.49",586243,39356230.35,32596,853187.6,1318,710628.58
4034,,,x,,6878,6663,215,"340,451","40,653,576.89",222622,30291269.15,28500,946438.99,894,264649.06
4035,,,x,,4957,4805,152,"204,413","16,032,089.84",152844,10914424.49,13311,452764.33,0,0
4036,x,,,,524,509,15,"76,261","10,281,261.89",73890,7963667.01,1,14,0,0
4037,x,,,,1154,1116,38,"10,699","12,504,867.39",5225,12068206.43,5452,429390.4,0,0
4038,x,,,,2,2,0,445,"58,512.35",86,30980.48,0,0,0,0
4046,x,,,,0,0,0, -   , -   ,0,0,0,0,0,0
4051,,,x,,5625,5464,161,"211,331","15,225,951.02",158242,11599084.29,20484,622651.65,0,0
4053,,,x,,6570,6335,235,"784,307","61,532,162.82",700983,53123085.03,25972,685243.94,4,745
4054,,,x,,1485,1424,61,"216,688","13,703,794.07",180604,10865642.12,9945,214930.33,0,0
4055,x,,,,2726,2631,95,"36,583","1,906,026.31",28732,1367943.99,330,18957.19,0,0
4056,x,,,,1,0,1,153,"23,143.85",101,13997.19,0,0,0,0
4059,,,x,,2845,2670,175,"74,451","6,810,708.14",42083,2792396.2,6322,239467.61,268,123594.51
4060,,,x,,3603,3488,115,"173,529","12,050,699.85",142706,9737750.18,5755,237467,4,1212.8
4061,,,x,,3797,3706,91,"161,466","11,221,300.18",133801,9667344.47,4831,92554.77,0,0
4063,x,,,,0,0,0,"17,759","877,884.58",0,0,0,0,0,0
4064,,,x,,4397,3925,472,"532,207","67,183,417.60",393885,49792646.85,89267,5772656.77,2053,882935.65
4065,,,x,,2958,2914,44,"5,343","1,437,534.37",1504,232221.38,3244,652304.18,0,0
4066,,,x,,5813,5499,314,"483,270","45,951,268.83",349112,21590141.06,20221,1376522.16,2260,863004.5
4067,,,x,,2640,2605,35,"33,088","1,928,500.99",26137,1230181.19,6229,586704.75,27,15533.95
4068,,,x,,6915,6748,167,"885,417","77,103,667.37",761183,64634352.66,50493,1913506.33,49,21944.43
4069,,,x,,11057,10764,293,"344,569","24,511,112.52",280433,18653764.6,14675,436779.04,0,0
4070,,,x,,1964,1923,41,"68,234","3,972,669.95",58981,3595825.07,3745,74412.44,0,0
4071,,x,,,3,2,1,402,"21,034.60",402,21034.6,0,0,0,0
4072,x,,,,24,21,3,"5,529","3,872,884.67",3184,558939.3,347,15044.38,0,0
4073,,,x,,1962,1922,40,"17,688","1,489,834.50",2398,615707.3,496,26760,0,0
4074,,,x,,5226,5004,222,"522,514","37,101,147.83",442914,32181826.7,25688,494988.33,481,220126.65
4075,,,x,,4765,4640,125,"321,224","32,891,050.58",257407,26553033.08,12185,459539.2,80,12238.81
4076,,,x,,504,426,78,"66,090","21,141,531.61",55240,18837713.55,6504,1251923.75,106,40429.38
4077,,,x,,1995,1922,73,"113,511","6,390,331.22",79343,4724223.51,6537,107116.93,2420,120622.47
4078,,,x,,2637,2564,73,"111,849","6,050,112.05",102711,5552116.72,7685,120200.09,0,0
4084,x,,,,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4100,x,,,,6,5,1,1,22,0,0,0,0,0,0
4101,,,x,,5684,5138,546,"390,730","54,125,972.43",147426,12581797.75,114300,11468603.16,18355,6439453.38
4102,,,x,,1491,1154,337,"255,764","26,850,926.14",179682,17410176.95,36664,4421176.02,2714,860966.85
4103,,,x,,2405,2331,74,"181,839","11,654,563.45",140739,9517614.61,27417,864527.52,48,11834.5
4104,,,x,,1513,1481,32,"22,415","3,071,090.11",5594,1837367.83,1757,166845.15,0,0
4105,,,x,,2257,2200,57,"74,547","6,790,460.51",52701,5456131.244,1741,56300.39,86,27993.72
4106,x,,,,288,226,62,"88,331","17,645,126.37",63698,9371460.43,11064,366856.25,221,74412.63
4107,x,,,,966,897,69,"34,368","4,942,787.97",15638,3823629.56,6137,86816.61,18,7830.58
4108,,,x,,1295,1109,186,"55,939","23,181,001.51",9032,10056704.55,2793,37584.23,0,0
4109,,,x,,9953,9735,218,"681,442","40,039,354.41",529427,31058516.17,43551,871206.01,1038,415830.92
4110,,,x,,1224,1074,150,"43,221","8,927,592.51",22049,7029072.01,6520,182703.22,284,104359.88
4111,x,,,,150,147,3,"7,952","8,049,284.23",981,238959.4,0,0,0,0
4112,x,,,,1641,1616,25,"20,921","962,373.11",19470,868354.32,4,161.2,0,0
4113,,,x,,6706,6451,255,"878,203","55,692,589.09",96482,5556392.899,26554,1064188.1,319,91063.93
4114,,,x,,891,847,44,"47,463","8,650,636.69",27597,7417420.58,815,22772.6,0,0
4115,,,x,,3118,3065,53,"35,980","2,405,063.86",25566,1664104.17,3605,50660.59,0,0
4116,,,x,,5432,5328,104,"195,903","10,262,890.74",130075,6437483.46,10647,770130.29,0,0
4117,,x,,,114,101,13,842,"64,025.17",65,53179.98,0,0,0,0
4118,,,x,,2181,2091,90,"227,435","21,059,971.67",182591,18569100.82,18592,403392.36,369,149753.83
4119,,,x,,1193,1149,44,"190,281","16,437,515.69",156230,12895979.4,7481,140376.37,0,0
4120,,,x,,1782,1679,103,"136,207","10,956,720.69",108884,7053056.52,4757,145908.59,15,2875.6
4121,,,x,,5239,5114,125,"56,957","5,571,712.97",29096,2942958.42,3496,131986.83,9,7165
4122,,,x,,8352,8137,215,"1,054,628","89,626,803.21",851375,63683825.8,73333,1792270.42,1264,331867.11
4123,,,x,,2741,2693,48,"48,514","4,772,849.67",28116,1492174.36,386,10237.35,177,93987.11
4124,,,x,,1399,1305,94,"36,265","2,267,796.27",25366,1581167.44,92,2415.8,0,0
4125,x,,,,755,716,39,"22,730","4,233,325.92",11134,3607316.21,3740,84432.36,0,0
4126,,x,,,11,11,0,3,"2,176.40",0,0,0,0,0,0
4127,,,x,,3369,3192,177,"283,341","26,619,252.16",204931,20825343.6,24424,907124.26,724,189645.97
4128,,,x,,2085,2011,74,"44,097","6,600,117.16",29144,1612031.62,5627,269867.56,0,0
4129,,,x,,758,689,69,"225,334","31,547,667.84",178381,19698309.44,16844,430538.13,105,24347.1
4130,x,,,,1175,1118,57,"14,940","921,167.35",2274,182667.89,5,60.7,0,0
4131,x,,,,504,491,13,"48,872","4,867,581.15",23644,3843641.94,6517,92890.12,0,0
4132,x,,,,610,588,22,"23,218","1,242,444.19",18540,1017333.98,580,16372.37,0,0
4133,x,,,,1013,978,35,"36,186","1,778,683.91",21808,1199076.58,4991,94435.15,0,0
4134,x,,,,0,0,0,623,"62,942.60",0,0,0,0,85,23975
4135,,x,,,2,2,0,10,"3,384.00",0,0,0,0,0,0
4141,,x,,,0,0,0,381,"7,794.00",0,0,0,0,0,0
4142,,x,,,5,2,3,"1,149","279,367.11",1149,279367.11,0,0,0,0
4150,x,,,,6,6,0,"1,406","68,274.51",1406,68274.51,0,0,0,0
4151,,,x,,4416,4260,156,"161,461","12,553,901.34",127607,9407448.99,5378,216820.4,46,8599
4152,,,x,,10844,10596,248,"919,798","80,529,839.86",814300,64522832.12,48107,1654818.07,24,52686.23
4153,x,,,,929,909,20,"21,393","1,141,399.69",6430,258385.31,55,1390.05,0,0
4154,,,x,,2213,2078,135,"23,148","4,661,975.11",14384,4065695.99,2729,121693.24,39,22044
4155,x,,,,376,362,14,"1,203","322,184.82",574,175210.34,88,6988.7,0,0
4156,x,,,,866,837,29,"5,227","291,067.90",3,914.54,0,0,0,0
4157,,,x,,2261,2128,133,"370,826","36,234,251.16",308995,32051769.84,13758,259323.35,0,0
4158,x,,,,390,377,13,"1,372","107,698.32",730,77456.49,0,0,0,0
4159,,,x,,1686,1640,46,"108,835","6,655,023.74",90931,5368179.79,705,55807.41,0,0
4160,,,x,,3082,3005,77,"40,830","2,757,173.90",28240,2293265.04,7653,157287.5,26,7662.12
4161,,,x,,1479,1419,60,"52,364","2,920,461.80",35710,2083164.59,3626,155980.97,0,0
4163,,,x,,3179,3044,135,"267,025","27,178,209.50",218990,23704222.46,26942,1302104.14,239,70403.28
4164,,,x,,1803,1757,46,"14,202","847,665.41",8360,332439.96,126,27919.17,0,0
4165,,,x,,4247,4118,129,"247,734","15,965,812.82",204513,12733637.75,14308,1234476.3,71,18807.9
4168,x,,,,0,0,0, -   , -   ,0,0,0,0,0,0
4169,,,x,,3842,3722,120,"108,400","15,732,301.04",47950,4013062.79,22671,831054.28,6131,2366661.85
4170,,,x,,5221,4964,257,"483,389","32,410,996.90",355357,25757249.29,35313,1562709.95,16,575
4171,,,x,,4960,4804,156,"160,023","9,932,809.55",119184,6444597.25,16215,944031.62,14,4828
4172,,,x,,886,738,148,"20,731","7,486,969.69",5832,6146855.431,859,29808.36,0,0
4173,,,x,,1078,965,113,"85,660","8,995,628.76",38044,6173254.27,9250,152211.52,0,0
4174,x,,,,243,220,23,"2,166","999,576.81",1658,612085.7,1,10.4,0,0
4175,,x,,,9,9,0, -   , -   ,0,0,0,0,0,0
4176,,x,,,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4178,,,x,,3161,3003,158,"228,939","17,018,045.60",191508,12782288.23,10018,374058.72,107,24127.7
4179,,,x,,3107,2943,164,"146,879","11,269,569.48",127622,8646074.19,5692,800451.52,262,88508.51
4180,x,,,,8,8,0,265,"20,468.13",265,20468.13,0,0,0,0
4183,x,,,,219,214,5,544,"119,593.82",129,8727.29,62,3647,190,97031.46
4184,x,,,,501,491,10,"2,902","131,568.83",2709,114595.49,2,71.99,7,1725
4200,x,,,,6,6,0,"3,387","122,443.26",80,17000.31,0,0,0,0
4205,x,,,,217,207,10,"43,572","3,135,388.57",43494,3118541.91,12,207.3,0,0
4207,,,x,,3770,3532,238,"173,435","27,557,641.73",111597,23038150.71,12181,234463.45,331,75970.64
4208,,,x,,1835,1675,160,"91,732","8,764,066.43",68702,7319702.12,6550,164367.46,0,0
4209,,,x,,3810,3353,457,"202,002","16,837,682.13",125262,9520339.03,13371,243871.27,126,89267.82
4210,,,x,,2532,2393,139,"237,633","21,652,667.46",185779,18002056.46,20119,909352.75,0,0
4211,,,x,,7696,7310,386,"359,058","40,068,014.65",278144,25098642.04,18462,439141.92,4890,2071811.51
4212,,,x,,7108,6824,284,"424,287","43,937,739.10",307468,26952765.99,46487,3887530.55,5995,3664023.53
4213,,,x,,6106,5820,286,"118,568","9,945,625.04",103012,8191761.68,3262,135621.12,308,82932.6
4214,,,x,,6033,5809,224,"254,639","32,613,531.34",162944,17842753.69,15142,672838.34,11565,4613434.6
4215,,,x,,6879,6565,314,"833,373","88,858,517.57",572944,57461283.75,128381,5738022.89,6040,2771193.01
4216,,,x,,7659,7409,250,"542,673","43,147,503.36",471385,34981058.01,22361,1268621.05,772,515373.01
4217,,,x,,11408,10943,465,"1,008,993","238,619,043.88",512697,83786316.69,146195,17366952.51,77044,39441261.68
4218,,,x,,8241,7899,342,"872,750","96,618,910.80",670566,47723673.02,117173,12329345.21,39255,17352895.42
4219,x,,,,193,182,11,"15,916","7,084,958.32",15609,6997591.56,237,3848.83,0,0
4220,,,x,,6124,5841,283,"512,518","49,341,882.88",421172,38825011.23,31423,3270455.91,1260,744195.15
4221,,,x,,4157,4010,147,"268,407","16,256,430.18",233940,12866492.99,9022,284284.8,32,12272.83
4222,,x,,,15,15,0,"2,171","58,875.02",0,0,0,0,0,0
4223,x,,,,2360,2253,107,"16,160","3,937,872.55",12650,3385546.93,1656,187872.38,98,77415.76
4224,x,,,,937,913,24,"28,040","2,137,642.21",6456,419271.58,1997,50949.97,42,11842.04
4225,,,x,,1280,1218,62,"230,259","16,998,629.44",167096,9824655.47,27182,1032676.04,3828,2116642
4226,,,x,,7607,7416,191,"552,532","79,673,066.16",427147,37402345.59,33162,1156856.88,131,143967.1
4227,,,x,,3168,3017,151,"122,265","53,383,808.95",106649,49378273.69,7598,157926.44,2020,572493.99
4228,x,,,,1036,993,43,"3,588","1,734,013.95",986,96509.04,354,9126.11,941,1474163.97
4229,x,,,,28,24,4,458,"493,777.60",247,32175.95,0,0,0,0
4230,,,x,,577,515,62,"184,580","24,464,890.86",158056,22361040.87,12358,321871.84,0,0
4251,,x,,,2,2,0, -   , -   ,0,0,0,0,0,0
4266,x,,,,7,6,1,608,"111,371.38",608,111371.38,0,0,0,0
4270,x,,,,368,339,29,"2,456","286,371.33",456,75558.24,76,13428.9,0,0
4271,x,,,,429,409,20,"1,832","89,426.79",1504,70642.2,15,1227.07,4,1269.5
4272,x,,,,1116,1077,39,"21,185","1,939,227.69",15281,1008666.94,1976,218737.2,570,192232.46
4275,x,,,,333,309,24,"3,039","204,962.75",213,17780.49,0,0,819,66529.24
4280,,,x,,1216,1139,77,"42,855","2,889,061.91",31762,2302670.01,2872,47142.61,0,0
4285,,,x,,1177,1134,43,"24,805","1,666,718.77",19718,1296164.15,2754,61524.08,98,21503.85
4287,,x,,,30,27,3,5,309.2,3,224.5,0,0,0,0
4300,,,x,,3981,3600,381,"279,167","16,341,021.24",200595,12476745.62,34319,741091.79,394,137814.95
4301,,,x,,1014,942,72,"60,292","3,942,872.77",56272,3365908.94,2132,43102.91,0,0
4303,x,,,,90,89,1,"6,920","359,649.67",122,33953.37,0,0,0,0
4304,,,x,,709,665,44,"64,795","7,664,339.02",51374,6683384.75,5730,81169.86,0,0
